avg_response_time,coverage_percent,incidents_prevented,prediction_rate,prediction_precision,prediction_recall,incidents_total,resolved_incidents
25.96132596685083,71.50828460038981,0.0,0.0,0.07170542635658915,0.04065934065934066,910.0,905.0
21.75507900677201,71.40765107212455,1.0,0.0011123470522803114,0.05246422893481717,0.03670745272525028,899.0,886.0
21.934924078091107,70.5992933723197,2.0,0.0021598272138228943,0.06311207834602829,0.06263498920086392,926.0,922.0
22.029239766081872,71.73343079922024,0.0,0.0,0.08745247148288973,0.02668213457076566,862.0,855.0
24.329682365826944,71.54044834308012,2.0,0.0021691973969631237,0.0594059405940594,0.0455531453362256,922.0,913.0
24.66479820627803,69.12646198830417,4.0,0.004464285714285714,0.04150943396226415,0.049107142857142856,896.0,892.0
23.408564814814813,71.9662524366471,0.0,0.0,0.06201550387596899,0.03669724770642202,872.0,864.0
26.157387580299787,69.78679337231964,0.0,0.0,0.07465277777777778,0.045647558386411886,942.0,934.0
24.210103329506314,70.54130116959057,1.0,0.0011376564277588168,0.08013355592654424,0.05460750853242321,879.0,871.0
23.52183908045977,70.82553606237822,0.0,0.0,0.10222222222222223,0.026225769669327253,877.0,870.0
21.093959731543624,70.75767543859641,0.0,0.0,0.061224489795918366,0.03322259136212625,903.0,894.0
23.469798657718123,70.20053606237798,2.0,0.002205071664829107,0.062420382165605096,0.05402425578831312,907.0,894.0
26.8982869379015,71.15777290448334,3.0,0.0031847133757961785,0.055415617128463476,0.04670912951167728,942.0,934.0
24.42699115044248,70.6987085769979,1.0,0.0010964912280701754,0.08022388059701492,0.047149122807017545,912.0,904.0
22.319907940161105,71.71515594541903,0.0,0.0,0.06394316163410302,0.04067796610169491,885.0,869.0
24.936750272628135,70.9421296296296,1.0,0.0010857763300760044,0.05672609400324149,0.038002171552660155,921.0,917.0
25.156640181611806,70.33930311890828,1.0,0.0011325028312570782,0.059674502712477394,0.03737259343148358,883.0,881.0
28.091903719912473,72.60136452241723,0.0,0.0,0.060556464811783964,0.04026115342763874,919.0,914.0
25.850762527233115,71.14388401559441,1.0,0.0010787486515641855,0.07395498392282958,0.04962243797195254,927.0,918.0
29.094637223974765,69.81993177387889,2.0,0.0020920502092050207,0.05460385438972163,0.053347280334728034,956.0,951.0
27.162222222222223,69.1293859649122,2.0,0.002207505518763797,0.055384615384615386,0.039735099337748346,906.0,900.0
23.236301369863014,71.1407163742693,1.0,0.0011325028312570782,0.08398950131233596,0.0362400906002265,883.0,876.0
21.00244498777506,72.3689083820663,1.0,0.001221001221001221,0.05244755244755245,0.03663003663003663,819.0,818.0
26.31183932346723,69.47429337231966,1.0,0.0010460251046025104,0.06462585034013606,0.0397489539748954,956.0,946.0
22.202247191011235,70.89863547758289,3.0,0.0033594624860022394,0.04279749478079332,0.04591265397536394,893.0,890.0
25.264800861141012,69.98050682261216,2.0,0.0021344717182497333,0.05218446601941747,0.04589114194236926,937.0,929.0
22.633408071748878,71.03374756335285,3.0,0.00331858407079646,0.040280210157618214,0.05088495575221239,904.0,892.0
25.279299014238774,71.11720272904462,1.0,0.0010799136069114472,0.0752212389380531,0.0367170626349892,926.0,913.0
23.568075117370892,70.70601851851853,0.0,0.0,0.05808080808080808,0.053613053613053616,858.0,852.0
18.981264637002344,71.37670565302135,0.0,0.0,0.07238095238095238,0.04408352668213457,862.0,854.0
