avg_response_time,coverage_percent,incidents_prevented,prediction_rate,prediction_precision,prediction_recall,incidents_total,resolved_incidents
24.088202866593164,71.99707602339164,0.0,0.0,0.35714285714285715,0.01098901098901099,910.0,907.0
23.778153153153152,71.71454678362565,0.0,0.0,0.2727272727272727,0.010011123470522803,899.0,888.0
24.452173913043477,71.12268518518506,0.0,0.0,0.21212121212121213,0.00755939524838013,926.0,920.0
22.628370457209847,72.3452729044834,0.0,0.0,0.37037037037037035,0.01160092807424594,862.0,853.0
23.486248624862487,71.09844054580884,0.0,0.0,0.25925925925925924,0.007592190889370932,922.0,909.0
26.011185682326623,69.64059454191023,0.0,0.0,0.3333333333333333,0.012276785714285714,896.0,894.0
23.387470997679813,72.21162280701753,0.0,0.0,0.3448275862068966,0.011467889908256881,872.0,862.0
26.33048128342246,70.33382066276805,0.0,0.0,0.27586206896551724,0.008492569002123142,942.0,935.0
24.059428571428572,70.7471978557506,0.0,0.0,0.3333333333333333,0.011376564277588168,879.0,875.0
23.033526011560692,71.08369883040922,0.0,0.0,0.38461538461538464,0.011402508551881414,877.0,865.0
22.517357222844346,70.34149610136448,0.0,0.0,0.2413793103448276,0.007751937984496124,903.0,893.0
23.9586129753915,70.86025828460059,1.0,0.0011025358324145535,0.17142857142857143,0.006615214994487321,907.0,894.0
27.075187969924812,70.61915204678378,0.0,0.0,0.37142857142857144,0.013800424628450107,942.0,931.0
23.05210643015521,70.72368421052603,0.0,0.0,0.27586206896551724,0.008771929824561403,912.0,902.0
22.77277970011534,70.89485867446395,0.0,0.0,0.4074074074074074,0.012429378531073447,885.0,867.0
27.93551912568306,70.44651559454194,0.0,0.0,0.2777777777777778,0.010857763300760043,921.0,915.0
25.34506242905789,70.29471247563347,0.0,0.0,0.3103448275862069,0.010192525481313703,883.0,881.0
27.375411635565314,73.047880116959,0.0,0.0,0.4444444444444444,0.013057671381936888,919.0,911.0
27.525054466230937,70.32212475633519,0.0,0.0,0.26666666666666666,0.008629989212513484,927.0,918.0
25.143605870020963,70.11172027290448,0.0,0.0,0.3125,0.010460251046025104,956.0,954.0
27.981069042316257,69.40557992202709,0.0,0.0,0.4,0.013245033112582781,906.0,898.0
21.83219178082192,72.03435672514613,0.0,0.0,0.32142857142857145,0.010192525481313703,883.0,876.0
20.67118226600985,71.76145224171519,0.0,0.0,0.2413793103448276,0.008547008547008548,819.0,812.0
26.437037037037037,70.48732943469768,0.0,0.0,0.3125,0.010460251046025104,956.0,945.0
22.093153759820428,71.46369395711501,0.0,0.0,0.22857142857142856,0.008958566629339306,893.0,891.0
25.6875,70.29812378167632,0.0,0.0,0.3235294117647059,0.011739594450373533,937.0,928.0
23.950727883538633,71.34880604288502,0.0,0.0,0.28125,0.00995575221238938,904.0,893.0
26.515350877192983,70.19468810916162,0.0,0.0,0.20689655172413793,0.0064794816414686825,926.0,912.0
23.93286219081272,70.35294834307999,0.0,0.0,0.25,0.009324009324009324,858.0,849.0
18.392982456140352,71.56176900584792,0.0,0.0,0.2903225806451613,0.010440835266821345,862.0,855.0
