avg_response_time,coverage_percent,incidents_prevented,prediction_rate,prediction_precision,prediction_recall,incidents_total,resolved_incidents
23.438189845474614,69.70772417153978,28.0,0.03076923076923077,0.022580822823153605,0.45054945054945056,910.0,906.0
20.67869222096956,70.50633528265095,29.0,0.03225806451612903,0.022122852435867264,0.41824249165739713,899.0,887.0
22.612377850162865,68.99147173489276,49.0,0.052915766738660906,0.019712040695825953,0.468682505399568,926.0,921.0
22.12,70.49134990253405,21.0,0.024361948955916472,0.024289911851126347,0.43155452436194897,862.0,850.0
21.887185104052573,69.77339181286537,42.0,0.0455531453362256,0.02052146326955487,0.4490238611713666,922.0,913.0
25.161616161616163,67.47843567251456,40.0,0.044642857142857144,0.021607744557950472,0.45089285714285715,896.0,891.0
22.66937354988399,69.91215886939551,30.0,0.034403669724770644,0.022632482826300294,0.4231651376146789,872.0,862.0
26.149141630901287,69.17970272904473,31.0,0.032908704883227176,0.022493913411665078,0.45116772823779194,942.0,932.0
22.328,69.18957115009732,32.0,0.03640500568828214,0.019094534365470327,0.4630261660978385,879.0,875.0
21.620689655172413,70.02485380116963,15.0,0.01710376282782212,0.02653790586267204,0.3979475484606613,877.0,870.0
21.02572706935123,70.60221734892764,26.0,0.028792912513842746,0.02299647541457214,0.4407530454042082,903.0,894.0
23.82385730211817,68.4421296296297,44.0,0.04851157662624035,0.019685802948021722,0.4476295479603087,907.0,897.0
26.82869379014989,68.27668128654975,35.0,0.037154989384288746,0.02275282402698217,0.45116772823779194,942.0,934.0
24.446902654867255,69.09015594541916,33.0,0.03618421052631579,0.02342239909039227,0.4517543859649123,912.0,904.0
25.449942462600692,69.49000974658854,30.0,0.03389830508474576,0.022440469658729287,0.46214689265536724,885.0,869.0
25.810043668122272,69.52400097465889,33.0,0.035830618892508145,0.0207942464040025,0.43322475570032576,921.0,916.0
21.947667804323096,68.46881091617936,26.0,0.02944507361268403,0.022975638360253747,0.4881087202718007,883.0,879.0
25.37130339539978,70.93944931773858,30.0,0.03264417845484222,0.021756647864625302,0.470076169749728,919.0,913.0
26.10326086956522,69.8469785575048,36.0,0.038834951456310676,0.021390655384453672,0.43905070118662354,927.0,920.0
25.810526315789474,68.16557017543862,42.0,0.043933054393305436,0.020705692947542598,0.48430962343096234,956.0,950.0
27.32519422863485,68.95565302144244,31.0,0.03421633554083885,0.02083762090965219,0.4470198675496689,906.0,901.0
21.13157894736842,70.50134015594558,23.0,0.026047565118912798,0.02330599913681485,0.42808607021517553,883.0,874.0
19.431372549019606,70.04739278752444,26.0,0.031746031746031744,0.023264320725729752,0.3882783882783883,819.0,816.0
27.86997885835095,69.50499512670545,32.0,0.03347280334728033,0.021642790889415644,0.4393305439330544,956.0,946.0
21.7979797979798,69.06432748538009,36.0,0.040313549832026875,0.021337579617834394,0.4501679731243001,893.0,891.0
25.816216216216215,68.26133040935667,34.0,0.03628601921024546,0.02196053469127944,0.4418356456776948,937.0,925.0
23.139977603583425,70.00804093567241,45.0,0.049778761061946904,0.019381443298969073,0.46792035398230086,904.0,893.0
28.331503841931944,69.02704678362554,30.0,0.032397408207343416,0.02238936505160049,0.4146868250539957,926.0,911.0
23.100938967136152,69.56152534113065,40.0,0.046620046620046623,0.01981326674628162,0.4254079254079254,858.0,852.0
19.75526932084309,70.43810916179342,32.0,0.037122969837587005,0.02269170579029734,0.43735498839907194,862.0,854.0
